,userId,movieId,rating,timestamp,predictedRating,s1,s2,s3,s4,s5,s6,s7,s8,q,s_ser_rel,s_ser_find,s_ser_imp,s_ser_rec,m_ser_rel,m_ser_find,m_ser_imp,m_ser_rec,gpt-rating
552,108211,7135,4.5,1489496417000,4.469092,3.0,,5.0,2.0,2.0,2.0,5.0,3.0,2,False,False,False,False,False,False,False,False,4.5
553,200592,167370,3.5,1487098676000,3.3156996,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,7,False,False,False,False,False,False,False,False,3.0
554,200592,160571,3.5,1488380244000,3.5123827,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.0
555,200592,115149,4.0,1488452028000,4.031406,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2,False,False,False,False,False,False,False,False,4.5
556,200592,103772,3.5,1488527085000,3.687799,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2,False,False,False,False,False,False,False,False,2.5
557,200592,68319,3.5,1488478526000,3.6843581,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2,False,False,False,False,False,False,False,False,4.0
558,140928,166946,4.5,1487495746000,3.725917,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2,False,False,False,False,False,False,False,False,4.5
559,140928,166705,5.0,1487496399000,3.721471,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2,False,False,False,False,False,False,False,False,4.5
560,140928,164949,4.5,1489315666000,3.8696256,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3,False,False,False,False,False,False,False,False,4.0
561,140928,166149,4.0,1489315902000,3.4406939,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3,False,False,False,False,False,False,False,False,3.5
562,140928,167544,4.5,1487496008000,3.7863777,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,2,False,False,False,False,False,False,False,False,4.5
563,126770,51573,4.5,1511250689000,4.7258196,1.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3,False,False,False,False,False,False,False,False,4.0
564,126770,6982,4.0,1486655885000,4.486043,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3,False,True,False,False,False,True,False,False,3.5
565,126770,118166,4.5,1490817302000,4.700232,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,1,False,True,False,False,False,True,False,False,4.0
566,126770,3645,5.0,1485444045000,3.8041189,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3,False,True,True,False,False,True,True,False,4.5
567,126770,42783,4.5,1502188587000,4.53271,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1,False,False,False,False,False,True,True,False,3.5
568,122887,136718,4.0,1490476566000,4.718401,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,2,False,True,True,False,False,True,True,False,3.5
569,122887,149566,3.5,1487369308000,4.9653273,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3,True,True,True,False,True,True,True,False,3.5
570,122887,169694,4.5,1488814797000,4.2145934,5.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2,False,True,True,False,False,True,True,False,2.5
571,122887,37855,4.0,1485253132000,4.2869277,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,6,False,False,False,False,False,False,False,False,4.5
572,122887,165837,3.5,1485889408000,4.1075616,2.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0,3,False,False,False,False,False,False,False,False,3.0
573,148065,164981,3.5,1491040836000,2.9340663,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2,False,False,False,False,False,False,False,False,3.5
574,148065,109161,3.5,1489589837000,3.5209126,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3,False,False,False,False,False,False,False,False,3.5
575,148065,25771,3.5,1491748843000,4.2256203,,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2,False,False,False,False,False,False,False,False,4.0
576,148065,164909,3.5,1485599289000,3.9544218,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3,False,False,False,False,False,False,False,False,4.0
577,148065,166461,3.5,1492190614000,3.6848416,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1,False,False,False,False,False,False,False,False,3.5
578,123708,5440,4.0,1488658156000,3.7614133,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,2.0
579,123708,3643,4.0,1487703711000,3.5116289,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,3.5
580,123708,8540,4.0,1488139541000,3.4093874,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,2.5
581,123708,8446,4.5,1489867050000,4.320673,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,3.5
582,123708,32174,4.0,1487966043000,3.1624906,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,3.5
583,148901,95313,4.0,1483705579000,4.1925364,2.0,,4.0,2.0,4.0,2.0,5.0,3.0,3,False,False,False,False,False,False,False,False,4.5
584,148901,1729,4.0,1485339249000,3.7661147,2.0,,4.0,2.0,4.0,2.0,4.0,4.0,3,False,False,False,False,False,False,False,False,3.5
585,148901,1092,3.5,1483792079000,3.9764912,2.0,,4.0,2.0,4.0,,,4.0,6,False,False,False,False,False,False,False,False,4.0
586,148901,2058,4.0,1483702046000,4.158143,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3,False,True,True,True,False,False,False,False,4.5
587,148901,53519,4.0,1483792065000,3.9723427,2.0,,3.0,2.0,4.0,3.0,5.0,4.0,6,False,False,False,False,False,False,False,False,4.5
588,128225,97938,3.5,1487259138000,3.7680259,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3,False,False,False,False,False,False,False,False,3.5
589,128225,140529,4.0,1487259187000,3.3702729,4.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,3,False,False,False,False,False,False,False,False,2.5
590,128225,141393,3.5,1485177418000,3.7998197,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3,False,False,False,False,False,True,True,False,3.5
591,128225,97188,4.0,1485786415000,3.9372299,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,3,False,False,False,False,False,False,False,False,3.5
592,128225,78266,3.5,1485357227000,3.1237772,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3,False,False,False,False,False,False,False,False,2.5
593,145560,6001,4.5,1489422267000,4.1991487,1.0,,4.0,3.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,4.0
594,145560,8042,4.0,1487501074000,3.7325299,2.0,,4.0,1.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
595,145560,168760,4.0,1486353634000,3.7330635,1.0,,4.0,3.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
596,145560,165337,3.5,1485485372000,3.581143,1.0,,4.0,2.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
597,145560,91325,3.5,1488805862000,3.9708362,,,3.0,2.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,4.0
598,190450,77201,4.0,1508697144000,2.5465934,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,6,False,False,False,False,False,False,False,False,4.0
599,190450,99764,5.0,1486762424000,3.5808947,1.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,5,False,False,False,False,False,False,False,False,4.5
600,190450,148964,4.0,1489694297000,2.8619523,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
601,190450,2143,4.0,1486762525000,3.5340796,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,6,False,False,False,False,False,False,False,False,4.0
602,190450,157373,5.0,1486762428000,3.0995207,1.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,5,False,False,False,False,False,False,False,False,4.0
603,128228,150768,4.0,1490768168000,,1.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,1,False,False,False,False,False,False,False,False,3.5
604,128228,170145,3.5,1490418110000,,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,7,False,False,False,False,False,False,False,False,3.0
605,128228,120855,4.0,1488963215000,,1.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,1,False,False,False,False,False,False,False,False,4.5
606,128228,147992,3.5,1490768168000,,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1,False,False,False,False,False,False,False,False,4.0
607,128228,169182,4.5,1488963219000,,1.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,5,False,False,False,False,False,False,False,False,4.5
608,124540,46322,4.5,1487930894000,4.2255116,1.0,,5.0,2.0,4.0,4.0,5.0,2.0,6,False,False,False,False,False,False,False,False,4.0
609,124540,77846,4.5,1485836312000,4.272779,1.0,,4.0,2.0,2.0,2.0,5.0,3.0,5,False,False,False,False,False,False,False,False,4.5
610,124540,27801,4.5,1487931287000,4.553713,1.0,,4.0,4.0,3.0,4.0,5.0,4.0,6,False,False,False,False,False,False,False,False,4.0
611,124540,7482,5.0,1485836224000,4.0643816,1.0,,5.0,1.0,3.0,2.0,5.0,4.0,6,False,False,False,False,False,False,False,False,4.5
612,124540,3198,4.0,1485836298000,4.149522,1.0,,3.0,2.0,2.0,2.0,4.0,4.0,5,False,False,False,False,False,False,False,False,3.5
613,206313,152071,4.0,1485170359000,3.895497,1.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,3,False,False,False,False,False,False,False,False,3.5
614,206313,117928,4.0,1486199244000,3.928559,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3,False,False,False,False,False,False,False,False,3.5
615,206313,162590,3.5,1488797782000,3.4630103,1.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,2,False,False,False,False,False,False,False,False,2.0
616,206313,117871,3.5,1486869322000,3.757259,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2,False,False,False,False,False,False,False,False,3.0
617,206313,144716,4.0,1484976001000,3.5819182,1.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3,False,False,False,False,True,True,True,False,3.5
618,118144,63072,3.5,1486903903000,4.4832454,4.0,,4.0,4.0,1.0,1.0,4.0,3.0,4,False,True,False,False,False,False,False,False,3.5
619,118144,157699,4.0,1487946710000,4.111329,1.0,,2.0,1.0,1.0,1.0,4.0,1.0,2,False,False,False,False,False,False,False,False,3.5
620,118144,136449,4.0,1486996788000,4.578092,,,4.0,1.0,1.0,1.0,4.0,1.0,7,False,False,False,False,False,False,False,False,4.5
621,118144,94985,4.5,1486903884000,4.5522213,1.0,,4.0,1.0,1.0,1.0,4.0,1.0,3,False,False,False,False,False,False,False,False,4.0
622,118144,55290,5.0,1486736210000,4.6635056,,,,,,,,,7,False,False,False,False,False,False,False,False,4.5
623,119756,122563,4.5,1487796094000,3.4226766,5.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2,False,False,False,False,False,False,False,False,4.5
624,119756,159044,4.5,1487277402000,4.0657406,5.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,3,False,False,False,False,False,False,False,False,4.5
625,119756,27084,4.0,1487362588000,4.0659356,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3,False,True,True,False,False,True,True,False,3.5
626,119756,129309,4.0,1490390082000,4.13213,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,2,False,True,True,False,False,True,True,False,3.5
627,119756,159053,5.0,1486940230000,4.0643587,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3,False,True,False,False,False,True,False,False,4.0
628,143981,6787,4.0,1491461496000,3.6460865,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1,False,False,False,False,False,False,False,False,2.5
629,143981,162006,5.0,1484541000000,4.1813245,1.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,3,False,False,False,False,False,False,False,False,3.5
630,143981,6856,3.5,1486879977000,3.549381,1.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,3,False,False,False,False,False,False,False,False,3.5
631,143981,79242,4.0,1488605972000,3.1043265,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3,False,False,False,False,False,False,False,False,3.0
632,143981,7420,3.5,1489727987000,3.482386,1.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,2,False,False,False,False,False,False,False,False,3.0
633,130371,85414,4.0,1489917539000,3.9806802,1.0,,2.0,3.0,3.0,2.0,4.0,3.0,5,False,False,False,False,False,False,False,False,4.5
634,130371,159755,4.5,1489917577000,3.49559,1.0,,5.0,1.0,5.0,2.0,4.0,1.0,3,False,False,False,False,False,False,False,False,4.0
635,130371,115210,4.0,1490033522000,4.5863204,1.0,,2.0,2.0,5.0,4.0,3.0,2.0,1,False,False,False,False,False,False,False,False,4.0
636,130371,143657,4.5,1489917629000,3.678273,1.0,,3.0,4.0,5.0,3.0,5.0,3.0,2,False,False,False,False,False,False,False,False,4.0
637,130371,166655,4.0,1489917567000,3.2612329,2.0,,3.0,3.0,4.0,4.0,5.0,4.0,2,False,False,False,False,False,False,False,False,3.5
638,120567,169782,3.5,1499191724000,3.5480824,1.0,,3.0,3.0,4.0,4.0,5.0,3.0,2,False,False,False,False,False,False,False,False,3.5
639,120567,3447,4.0,1494022980000,3.1445427,1.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,6,False,False,False,False,False,False,False,False,3.5
640,120567,158184,4.0,1489008537000,3.4566357,1.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,6,False,False,False,False,False,False,False,False,4.0
641,120567,168926,4.0,1514924996000,3.7648914,1.0,,4.0,1.0,4.0,2.0,4.0,1.0,5,False,False,False,False,False,False,False,False,4.5
642,120567,51773,4.0,1489322611000,3.3797088,1.0,,2.0,4.0,4.0,4.0,4.0,3.0,6,False,False,False,False,False,False,False,False,4.5
643,121366,142448,4.0,1489983059000,3.7703207,1.0,,2.0,3.0,2.0,2.0,5.0,4.0,2,False,False,False,False,False,False,False,False,4.0
644,121366,106841,4.5,1484218406000,3.5281305,1.0,,3.0,1.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,4.0
645,121366,160874,4.5,1489472424000,3.7321134,1.0,,5.0,4.0,3.0,2.0,5.0,2.0,2,False,False,False,False,False,False,False,False,3.5
646,121366,155659,4.0,1489472345000,3.7641256,1.0,,3.0,4.0,3.0,4.0,4.0,4.0,2,False,False,False,False,False,False,False,False,3.0
647,121366,160862,3.5,1489472363000,4.130399,1.0,,4.0,4.0,2.0,2.0,4.0,4.0,2,False,False,False,False,False,False,False,False,3.0
648,145409,169490,4.5,1488057417000,3.54066,1.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,3,False,False,False,False,False,False,False,False,4.0
649,145409,143053,4.0,1486586247000,3.8620265,2.0,1.0,5.0,3.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
650,128239,91077,3.5,1489472234000,3.4119334,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5,False,False,False,False,False,False,False,False,4.0
651,128239,165,4.0,1485097238000,3.774747,1.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,7,False,False,False,False,False,False,False,False,3.5
652,128239,62553,3.5,1488380736000,3.224512,1.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,3,False,False,False,False,False,False,False,False,3.5
653,128239,1370,3.5,1485097233000,3.7066963,1.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,7,False,False,False,False,False,False,False,False,3.0
654,128239,132424,4.0,1485197367000,2.0996919,2.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
655,145273,161922,3.5,1486895498000,3.2183163,1.0,,4.0,1.0,2.0,1.0,4.0,1.0,3,False,False,False,False,False,False,False,False,2.5
656,145273,159415,3.5,1484518098000,2.777359,1.0,,3.0,1.0,4.0,2.0,4.0,1.0,3,False,False,False,False,False,False,False,False,4.0
657,145273,162842,4.0,1489238767000,2.3829594,1.0,,5.0,1.0,1.0,1.0,5.0,1.0,2,False,False,False,False,False,False,False,False,4.5
658,145273,167544,3.5,1484518116000,3.183415,1.0,,4.0,1.0,2.0,1.0,3.0,1.0,3,False,False,False,False,False,False,False,False,2.5
659,145273,163645,3.5,1489238535000,3.3742533,1.0,,3.0,1.0,2.0,1.0,4.0,1.0,2,False,False,False,False,False,False,False,False,3.5
660,126082,480,4.5,1484587127000,3.9123871,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,5,False,False,False,False,False,False,False,False,4.0
661,126082,595,4.5,1484587173000,4.581398,1.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,6,False,False,False,False,False,False,False,False,4.0
662,126082,2628,4.0,1484587206000,3.3177934,1.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,6,False,False,False,False,False,False,False,False,3.5
663,126082,1270,4.5,1484587148000,4.218516,1.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,5,False,False,False,False,False,False,False,False,4.0
664,126082,1210,4.0,1484587136000,4.3121624,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,6,False,False,False,False,False,False,False,False,4.0
665,139429,102852,4.0,1485390909000,3.5951738,2.0,,4.0,3.0,3.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,3.0
666,139429,125912,3.5,1484529417000,3.5129955,2.0,,3.0,3.0,3.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,4.0
667,139429,168040,4.0,1484357922000,4.0847425,1.0,,4.0,2.0,2.0,2.0,4.0,3.0,6,False,False,False,False,False,False,False,False,4.0
668,139429,169960,4.0,1489455854000,3.7501628,2.0,,4.0,3.0,3.0,2.0,5.0,4.0,3,False,False,False,False,False,False,False,False,3.0
669,139429,167678,4.5,1483323452000,3.6896448,2.0,,4.0,2.0,2.0,2.0,4.0,3.0,3,False,False,False,False,False,False,False,False,4.0
670,160573,160848,4.0,1490629862000,3.5982006,1.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2,False,False,False,False,False,False,False,False,4.5
671,160573,6807,5.0,1490629827000,3.6879199,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,6,False,False,False,False,False,False,False,False,4.5
672,160573,165551,4.0,1487588326000,3.728156,1.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
673,160573,143309,3.5,1485467673000,4.041286,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3,False,False,False,False,False,False,False,False,4.5
674,160573,165549,4.0,1488558060000,4.070102,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.0
675,206330,165141,3.5,1492723861000,3.1280127,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,2,False,False,False,False,False,False,False,False,3.0
676,206330,157338,4.0,1487677286000,3.3515725,2.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,3,False,False,False,False,False,False,False,False,3.5
677,206330,132555,4.0,1486991537000,4.032264,,,4.0,4.0,4.0,4.0,4.0,3.0,4,False,False,False,False,False,False,False,False,2.0
678,206330,161131,4.0,1487972758000,3.729391,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,3,False,False,False,False,False,False,False,False,4.0
679,206330,161580,4.0,1486991362000,3.0168326,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,3,False,False,False,False,False,False,False,False,3.0
680,143727,5010,4.0,1485790422000,3.6848514,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3,False,False,False,False,False,False,False,False,3.5
681,143727,111364,3.5,1485704133000,3.0498831,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,5,False,False,False,False,False,False,False,False,3.5
682,143727,114180,3.5,1485704502000,3.3908598,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4,False,False,False,False,False,False,False,False,3.0
683,143727,4489,3.5,1485704406000,3.568928,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,6,False,False,False,False,False,False,False,False,3.5
684,143727,122892,3.5,1485704129000,3.4968882,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,4,False,False,False,False,False,False,False,False,3.5
685,123744,122882,5.0,1483429282000,4.718723,1.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,5,False,False,False,False,False,False,False,False,4.0
686,123744,916,4.0,1483429247000,4.733206,1.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,6,False,False,False,False,False,False,False,False,4.5
687,123744,49530,3.5,1483429295000,4.717377,1.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,6,False,False,False,False,False,False,False,False,3.5
688,123744,31435,5.0,1483429315000,4.730254,1.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,6,False,False,False,False,False,False,False,False,4.0
689,123744,1246,4.0,1483429555000,4.6966834,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,6,False,False,False,False,False,False,False,False,4.5
690,134151,5475,4.5,1487021202000,4.345491,4.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,3,False,True,False,False,False,True,False,False,4.0
691,134151,8740,4.0,1485821955000,4.1174917,4.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,3,False,True,True,False,False,True,True,False,2.5
692,134151,108709,4.5,1487019553000,4.5203843,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,5,False,False,False,False,False,False,False,False,3.5
693,134151,73854,4.0,1487021225000,4.300049,1.0,2.0,5.0,1.0,4.0,4.0,5.0,2.0,6,False,False,False,False,False,False,False,False,3.5
694,112394,53251,5.0,1486640382000,4.582284,1.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,6,False,False,False,False,False,False,False,False,4.5
695,112394,27812,4.0,1486642796000,4.1360083,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,5,False,False,False,False,False,False,False,False,2.5
696,112394,170375,3.5,1490222690000,3.9760394,1.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,2,False,False,False,False,False,False,False,False,3.5
697,112394,168890,4.0,1486743802000,4.0025764,1.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,4,False,False,False,False,False,False,False,False,4.0
698,112394,1420,3.5,1486642927000,3.9072032,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,6,False,False,False,False,False,False,False,False,2.5
699,128252,157296,4.0,1491020703000,3.3894086,1.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,2,False,False,False,False,False,False,False,False,4.5
700,128252,102903,5.0,1490935043000,3.1429179,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2,True,True,True,False,True,True,True,False,4.5
701,128252,77846,5.0,1485604879000,3.9520736,1.0,1.0,,2.0,5.0,3.0,5.0,3.0,6,False,False,False,False,False,False,False,False,4.0
702,128252,586,3.5,1489528194000,2.9829853,1.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,6,False,False,False,False,False,False,False,False,4.0
703,128252,143245,3.5,1485604666000,4.040649,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,4,False,False,False,False,False,False,False,False,3.0
704,144609,169280,4.0,1487699104000,3.5077145,1.0,,5.0,1.0,2.0,4.0,5.0,1.0,3,False,False,False,False,False,False,False,False,3.0
705,144609,170006,3.5,1489332577000,3.5097847,1.0,,4.0,1.0,1.0,4.0,4.0,2.0,3,False,False,False,False,False,False,False,False,4.0
706,144609,169972,4.5,1489241923000,3.5087125,1.0,,3.0,1.0,3.0,4.0,5.0,3.0,6,False,False,False,False,False,False,False,False,3.5
707,144609,81046,4.5,1487441833000,3.2956731,1.0,,3.0,2.0,2.0,4.0,5.0,2.0,3,False,False,False,False,False,False,False,False,4.0
708,144609,169980,4.0,1489259813000,3.5092664,1.0,,,2.0,2.0,4.0,4.0,2.0,6,False,False,False,False,False,False,False,False,4.0
709,141690,148369,4.0,1485723672000,3.3932326,1.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,4,False,False,False,False,False,False,False,False,4.0
710,141690,118246,4.0,1491067689000,3.797935,1.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2,False,False,False,False,False,False,False,False,4.0
711,141690,116136,4.0,1491067995000,4.212394,1.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4,False,False,False,False,False,False,False,False,4.0
712,141690,32525,4.5,1486066456000,4.039627,2.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,4.0
713,141690,165069,4.5,1491067987000,4.3681107,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,6,False,False,False,False,False,False,False,False,3.5
714,114934,5952,4.0,1487079399000,4.008293,1.0,,4.0,2.0,3.0,2.0,4.0,2.0,2,False,False,False,False,False,False,False,False,3.5
715,114934,4993,4.0,1487079398000,4.028174,1.0,,4.0,2.0,2.0,2.0,4.0,2.0,2,False,False,False,False,False,False,False,False,3.5
716,114934,59315,4.0,1486995117000,3.9390905,1.0,,4.0,2.0,2.0,2.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.5
717,114934,59369,4.0,1486995050000,4.154803,1.0,,4.0,1.0,2.0,2.0,5.0,2.0,3,False,False,False,False,False,False,False,False,4.5
718,114934,90474,3.5,1486994982000,3.659989,2.0,,4.0,2.0,4.0,3.0,4.0,2.0,3,False,False,False,False,False,False,False,False,3.0
719,204589,155874,3.5,1486797225000,3.404465,2.0,,4.0,2.0,3.0,2.0,4.0,3.0,4,False,False,False,False,False,False,False,False,4.0
720,204589,132961,4.0,1490713276000,3.7785327,2.0,,4.0,2.0,3.0,2.0,4.0,3.0,5,False,False,False,False,False,False,False,False,4.5
721,204589,104906,3.5,1490713364000,3.627784,2.0,,4.0,2.0,4.0,2.0,4.0,3.0,5,False,False,False,False,False,False,False,False,4.0
722,204589,74508,4.0,1490713168000,4.0985017,2.0,,3.0,2.0,3.0,3.0,4.0,4.0,6,False,False,False,False,False,False,False,False,3.5
723,127480,31364,4.0,1489762400000,4.7045035,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,2,False,True,True,True,False,False,False,False,3.0
724,127480,82667,4.0,1489762351000,4.6611295,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,7,False,True,True,True,False,False,False,False,3.5
725,127480,166024,5.0,1489762459000,4.760045,1.0,,3.0,2.0,5.0,3.0,5.0,4.0,5,False,False,False,False,False,False,False,False,4.5
726,127480,151759,4.5,1489762465000,4.6478753,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,7,False,False,False,False,False,False,False,False,4.5
727,127480,158783,4.5,1489329038000,4.704816,1.0,,4.0,2.0,4.0,3.0,5.0,4.0,2,False,False,False,False,False,False,False,False,4.0
728,144775,146656,3.5,1483801271000,3.0555315,1.0,,3.0,1.0,2.0,2.0,4.0,1.0,3,False,False,False,False,False,False,False,False,3.0
729,144775,161127,3.5,1486303464000,3.2602098,1.0,,3.0,4.0,2.0,3.0,4.0,1.0,3,False,False,False,False,False,False,False,False,3.5
730,144775,169434,3.5,1487952746000,3.0977635,1.0,,3.0,4.0,2.0,2.0,4.0,2.0,2,False,False,False,False,False,False,False,False,4.0
731,144775,164699,4.0,1489857768000,3.5725107,1.0,,3.0,4.0,2.0,1.0,4.0,1.0,2,False,False,False,False,False,False,False,False,3.5
732,144775,159817,4.0,1487246205000,4.132253,1.0,,3.0,1.0,1.0,1.0,4.0,1.0,7,False,False,False,False,False,False,False,False,2.5
733,198287,133347,3.5,1484376798000,3.750114,5.0,,4.0,3.0,3.0,3.0,4.0,3.0,3,False,False,False,False,False,False,False,False,2.5
